fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,success,country,pricing
6.9,0.52,0.25,2.6,0.081,10.0,37.0,0.99685,3.46,0.5,0.11,41.0,Italy,Medium
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,0.09,77.0,Italy,Expensive
7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,0.09,47.0,Italy,Medium
7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,0.09,46.0,Italy,Budget
7.2,0.645,0.0,1.9,0.09699999999999999,15.0,39.0,0.99675,3.37,0.58,0.092,55.0,Spain,Budget
7.2,0.63,0.0,1.9,0.09699999999999999,14.0,38.0,0.99675,3.37,0.58,0.09,61.0,Italy,Budget
8.2,1.0,0.09,2.3,0.065,7.0,37.0,0.99685,3.32,0.55,0.09,77.0,Italy,Budget
8.9,0.635,0.37,1.7,0.263,5.0,62.0,0.9971,3.0,1.09,0.09300000000000001,43.0,Italy,Medium
12.0,0.38,0.56,2.1,0.09300000000000001,6.0,24.0,0.99925,3.14,0.71,0.109,49.0,Italy,Expensive
7.7,0.58,0.1,1.8,0.102,28.0,109.0,0.99565,3.08,0.49,0.098,70.0,Spain,Budget
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,0.092,90.0,Italy,Medium
15.0,0.21,0.44,2.2,0.075,10.0,24.0,1.00005,3.07,0.84,0.092,73.0,Italy,Medium
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,0.099,38.0,Italy,Medium
7.1,0.68,0.07,1.9,0.075,16.0,51.0,0.99685,3.38,0.52,0.095,49.0,Spain,Budget
8.2,0.6,0.17,2.3,0.07200000000000001,11.0,73.0,0.9963,3.2,0.45,0.09300000000000001,50.0,Spain,Medium
7.7,0.53,0.06,1.7,0.07400000000000001,9.0,39.0,0.99615,3.35,0.48,0.098,55.0,Italy,Budget
7.3,0.66,0.0,2.0,0.084,6.0,23.0,0.9983,3.61,0.96,0.099,49.0,Italy,Budget
10.8,0.32,0.44,1.6,0.063,16.0,37.0,0.9985,3.22,0.78,0.1,61.0,Italy,Expensive
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,0.099,45.0,Spain,Budget
11.1,0.35,0.48,3.1,0.09,5.0,21.0,0.9986,3.17,0.53,0.105,48.0,Spain,Expensive
7.7,0.775,0.42,1.9,0.092,8.0,86.0,0.9959,3.23,0.59,0.095,26.0,Spain,Expensive
7.1,0.6,0.0,1.8,0.07400000000000001,16.0,34.0,0.9972,3.47,0.7,0.099,53.0,Italy,Medium
8.0,0.57,0.23,3.2,0.073,17.0,119.0,0.99675,3.26,0.57,0.09300000000000001,33.0,Spain,Medium
9.4,0.34,0.37,2.2,0.075,5.0,13.0,0.998,3.22,0.62,0.092,42.0,Italy,Medium
6.6,0.695,0.0,2.1,0.075,12.0,56.0,0.9968,3.49,0.67,0.092,53.0,Spain,Medium
7.7,0.41,0.76,1.8,0.611,8.0,45.0,0.9968,3.06,1.26,0.094,68.0,Italy,Budget
10.0,0.31,0.47,2.6,0.085,14.0,33.0,0.99965,3.36,0.8,0.105,68.0,Italy,Medium
7.9,0.33,0.23,1.7,0.077,18.0,45.0,0.99625,3.29,0.65,0.09300000000000001,35.0,Spain,Medium
7.0,0.975,0.04,2.0,0.087,12.0,67.0,0.99565,3.35,0.6,0.094,43.0,Spain,Budget
8.0,0.52,0.03,1.7,0.07,10.0,35.0,0.99575,3.34,0.57,0.1,54.0,Spain,Medium
7.9,0.37,0.23,1.8,0.077,23.0,49.0,0.9963,3.28,0.67,0.09300000000000001,57.0,Italy,Budget
12.5,0.56,0.49,2.4,0.064,5.0,27.0,0.9999,3.08,0.87,0.109,51.0,Spain,Medium
11.8,0.26,0.52,1.8,0.071,6.0,10.0,0.9968,3.2,0.72,0.102,72.0,Italy,Expensive
8.1,0.87,0.0,3.3,0.096,26.0,61.0,1.00025,3.6,0.72,0.098,40.0,Spain,Medium
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,0.128,60.0,Italy,Medium
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,0.094,61.0,Italy,Budget
11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,0.10099999999999999,77.0,Italy,Expensive
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,0.107,54.0,Spain,Medium
11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,0.10099999999999999,52.0,Spain,Medium
10.9,0.37,0.58,4.0,0.071,17.0,65.0,0.99935,3.22,0.78,0.10099999999999999,45.0,Italy,Expensive
8.4,0.715,0.2,2.4,0.076,10.0,38.0,0.99735,3.31,0.64,0.094,58.0,Italy,Expensive
7.5,0.65,0.18,7.0,0.08800000000000001,27.0,94.0,0.99915,3.38,0.77,0.094,49.0,Italy,Medium
7.9,0.545,0.06,4.0,0.087,27.0,61.0,0.9965,3.36,0.67,0.107,58.0,Spain,Expensive
6.9,0.54,0.04,3.0,0.077,7.0,27.0,0.9987,3.69,0.91,0.094,64.0,Italy,Budget
11.5,0.18,0.51,4.0,0.10400000000000001,4.0,23.0,0.9996,3.28,0.97,0.10099999999999999,53.0,Italy,Budget
10.3,0.32,0.45,-4.02112334950471,0.073,5.0,13.0,0.9976,3.23,0.82,0.126,85.0,Italy,Expensive
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,0.105,74.0,Italy,Budget
11.4,0.26,0.44,3.6,0.071,6.0,19.0,0.9986,3.12,0.82,0.09300000000000001,73.0,Spain,Medium
7.7,0.27,0.68,,0.358,5.0,10.0,0.9972,3.25,1.08,0.099,52.0,Spain,Budget
7.6,0.52,0.12,3.0,0.067,12.0,53.0,0.9971,3.36,0.57,0.091,42.0,Spain,Expensive
8.9,0.4,0.32,5.6,0.087,10.0,47.0,0.9991,3.38,0.77,0.105,51.0,Spain,Expensive
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,0.098,49.0,Spain,Budget
9.9,0.59,0.07,3.4,0.102,32.0,71.0,1.00015,3.31,0.71,0.098,52.0,Italy,Budget
12.0,0.45,0.55,2.0,0.073,25.0,49.0,0.9997,3.1,0.76,0.10300000000000001,63.0,Italy,Budget
7.5,0.4,0.12,3.0,0.092,29.0,53.0,0.9967,3.37,0.7,,58.0,Italy,Medium
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,0.106,71.0,Spain,Medium
11.6,0.42,0.53,3.3,0.105,33.0,98.0,1.001,3.2,0.95,0.092,57.0,Italy,Budget
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,0.106,72.0,Spain,Medium
11.0,0.2,0.48,2.0,0.34299999999999997,6.0,18.0,0.9979,3.3,0.71,0.105,53.0,Spain,Budget
10.4,0.55,0.23,2.7,0.091,18.0,48.0,0.9994,3.22,0.64,0.10300000000000001,43.0,Italy,Budget
6.9,0.36,0.25,2.4,0.098,5.0,16.0,0.9964,3.41,0.6,0.10099999999999999,66.0,Italy,Budget
13.3,0.34,0.52,3.2,0.094,17.0,53.0,1.0014,3.05,0.81,0.095,30.0,Italy,Medium
10.8,0.5,0.46,2.5,0.073,5.0,27.0,1.0001,3.05,0.64,0.095,80.0,Spain,Medium
10.6,0.83,0.37,2.6,0.086,26.0,70.0,0.9981,3.16,0.52,0.099,36.0,Italy,Expensive
7.1,0.63,0.06,,0.083,8.0,29.0,0.99855,3.67,0.73,0.096,50.0,Spain,Budget
7.2,0.65,0.02,2.3,0.094,5.0,31.0,0.9993,3.67,0.8,0.09699999999999999,54.0,Italy,Medium
6.9,0.67,0.06,2.1,0.08,8.0,33.0,0.99845,3.68,0.71,0.096,39.0,Italy,Budget
7.5,0.53,0.06,2.6,0.086,20.0,44.0,0.9965,3.38,0.59,0.107,79.0,Italy,Budget
11.1,0.18,0.48,1.5,0.068,7.0,15.0,0.9973,3.22,0.64,0.10099999999999999,46.0,Italy,Budget
8.3,0.705,0.12,2.6,0.092,12.0,28.0,0.9994,3.51,0.72,0.1,57.0,Italy,Medium
7.4,0.67,0.12,1.6,0.18600000000000003,5.0,21.0,0.996,3.39,0.54,0.095,65.0,Italy,Budget
8.4,0.65,0.6,2.1,0.11199999999999999,12.0,90.0,0.9973,3.2,0.52,0.092,50.0,Spain,Budget
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,0.09300000000000001,38.0,Spain,Medium
7.6,0.62,0.32,2.2,0.08199999999999999,7.0,54.0,0.9966,3.36,0.52,0.094,21.0,Spain,Budget
10.3,0.41,0.42,2.4,0.213,6.0,14.0,0.9994,3.19,0.62,0.095,60.0,Italy,Budget
10.3,0.43,0.44,2.4,0.214,5.0,12.0,0.9994,3.19,0.63,0.095,51.0,Italy,Budget
7.4,0.29,0.38,1.7,0.062,9.0,30.0,0.9968,3.41,0.53,0.095,59.0,Italy,Budget
10.3,0.53,0.48,2.5,0.063,6.0,25.0,0.9998,3.12,0.59,0.09300000000000001,57.0,Italy,Medium
7.9,0.53,0.24,2.0,0.07200000000000001,15.0,105.0,0.996,3.27,0.54,0.094,65.0,Italy,Budget
9.0,0.46,0.31,2.8,0.09300000000000001,19.0,98.0,0.99815,3.32,0.63,0.095,71.0,Italy,Medium
8.6,0.47,0.3,3.0,0.076,30.0,135.0,0.9976,3.3,0.53,0.094,58.0,Italy,Medium
7.4,0.36,0.29,2.6,0.087,26.0,72.0,0.99645,3.39,0.68,0.11,56.0,Spain,Medium
7.1,0.35,0.29,2.5,0.096,20.0,53.0,0.9962,3.42,0.65,0.11,47.0,Italy,Medium
9.6,0.56,0.23,3.4,0.102,37.0,92.0,0.9996,3.3,0.65,0.10099999999999999,62.0,Italy,Medium
9.6,0.77,0.12,2.9,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,0.10400000000000001,58.0,Spagna,Expensive
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,0.115,77.0,Spain,Budget
9.6,0.77,0.12,,0.08199999999999999,30.0,74.0,0.99865,3.3,0.64,0.10400000000000001,39.0,Italy,Medium
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,0.115,66.0,Spain,Medium
9.3,0.61,0.26,3.4,0.09,25.0,87.0,0.99975,3.24,0.62,0.09699999999999999,40.0,Spain,Medium
7.8,0.62,0.05,2.3,0.079,6.0,18.0,0.99735,3.29,0.63,0.09300000000000001,51.0,Italy,Medium
10.3,0.59,0.42,2.8,0.09,35.0,73.0,0.9990000000000001,3.28,0.7,0.095,55.0,Spain,Medium
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,0.092,62.0,Italy,Medium
10.0,0.49,0.2,11.0,0.071,13.0,50.0,1.0015,3.16,0.69,0.092,58.0,Italy,Budget
11.6,0.53,0.66,3.65,0.121,6.0,14.0,0.9978,3.05,0.74,0.115,74.0,Italy,Medium
10.3,0.44,0.5,4.5,0.107,5.0,13.0,0.998,3.28,0.83,0.115,47.0,Spain,Budget
13.4,0.27,0.62,2.6,0.08199999999999999,6.0,21.0,1.0002,3.16,0.67,0.09699999999999999,53.0,Italy,Expensive
10.7,0.46,0.39,2.0,0.061,7.0,15.0,0.9981,3.18,0.62,0.095,45.0,Italy,Medium
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,0.125,87.0,Spain,Expensive
10.2,0.36,0.64,2.9,0.122,10.0,41.0,0.998,3.23,0.66,0.125,85.0,Spain,Medium
8.0,0.58,0.28,3.2,0.066,21.0,114.0,0.9973,3.22,0.54,0.094,62.0,Italy,Budget
8.4,0.56,0.08,2.1,0.105,16.0,44.0,0.9958,3.13,0.52,0.11,54.0,Spain,Budget
7.9,0.65,0.01,2.5,0.078,17.0,38.0,0.9963,3.34,0.74,0.11699999999999999,81.0,Italy,Medium
11.9,0.695,0.53,3.4,0.128,7.0,21.0,0.9992,3.17,0.84,0.122,81.0,Italy,Medium
8.9,0.43,0.45,1.9,0.052000000000000005,6.0,16.0,0.9948,3.35,0.7,0.125,81.0,Italy,Medium
7.8,0.43,0.32,2.8,0.08,29.0,58.0,0.9974,3.31,0.64,0.10300000000000001,52.0,Spain,Medium
12.4,0.49,0.58,3.0,0.10300000000000001,28.0,99.0,1.0008,3.16,1.0,0.115,69.0,Italy,Budget
12.5,0.28,0.54,2.3,0.08199999999999999,12.0,29.0,0.9997,3.11,1.36,0.098,70.0,Italy,Expensive
12.2,0.34,0.5,2.4,0.066,10.0,21.0,1.0,3.12,1.18,0.092,56.0,Italy,Budget
10.6,0.42,0.48,2.7,0.065,5.0,18.0,0.9972,3.21,0.87,0.113,61.0,Spain,Budget
10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,0.098,69.0,Spain,Medium
10.9,0.39,0.47,1.8,0.11800000000000001,6.0,14.0,0.9982,3.3,0.75,0.098,67.0,Italy,Medium
11.9,0.57,0.5,2.6,0.08199999999999999,6.0,32.0,1.0006,3.12,0.78,0.107,59.0,Spain,Expensive
7.0,0.685,0.0,1.9,0.067,40.0,63.0,0.9979,3.6,0.81,0.099,32.0,Spain,Expensive
6.6,0.815,0.02,2.7,0.07200000000000001,17.0,34.0,0.9955,3.58,0.89,0.12300000000000001,80.0,Italy,Budget
13.8,0.49,0.67,3.0,0.09300000000000001,6.0,15.0,0.9986,3.02,0.93,0.12,63.0,Spain,Medium
9.6,0.56,0.31,2.8,0.08900000000000001,15.0,46.0,0.9979,3.11,0.92,0.1,51.0,Italy,Expensive
9.1,0.785,0.0,2.6,0.09300000000000001,11.0,28.0,0.9994,3.36,0.86,0.094,77.0,Italy,Medium
10.7,0.67,0.22,2.7,0.107,17.0,34.0,1.0004,3.28,0.98,0.099,55.0,Spain,Medium
9.1,0.795,0.0,-3.09196813599169,0.096,11.0,26.0,0.9994,3.35,0.83,0.094,48.0,Spain,Budget
7.7,0.665,0.0,2.4,0.09,8.0,19.0,0.9974,3.27,0.73,0.09300000000000001,53.0,Spain,Expensive
13.5,0.53,0.79,4.8,0.12,23.0,77.0,1.0018,3.18,0.77,0.13,89.0,Spain,Expensive
6.1,0.21,0.4,1.4,0.066,40.5,165.0,0.9912,3.25,0.59,0.11900000000000001,54.0,Spain,Medium
6.7,0.75,0.01,2.4,0.078,17.0,32.0,0.9955,3.55,0.61,0.128,50.0,Espana,Budget
11.5,0.41,0.52,3.0,0.08,29.0,55.0,1.0001,3.26,0.88,0.11,37.0,Italy,Medium
10.5,0.42,0.66,2.95,0.11599999999999999,12.0,29.0,0.997,3.24,0.75,0.11699999999999999,83.0,Italy,Budget
11.9,0.43,0.66,3.1,0.109,10.0,23.0,1.0,3.15,0.85,0.10400000000000001,83.0,Italy,Medium
12.6,0.38,0.66,2.6,0.08800000000000001,10.0,41.0,1.001,3.17,0.68,0.098,47.0,Italy,Budget
8.2,0.7,0.23,2.0,0.099,14.0,81.0,0.9973,3.19,0.7,0.094,63.0,Italy,Medium
8.6,0.45,0.31,2.6,0.086,21.0,50.0,0.9982,3.37,0.91,0.099,75.0,Italy,Budget
11.9,0.58,0.66,2.5,0.07200000000000001,6.0,37.0,0.9992,3.05,0.56,0.1,48.0,Spain,Expensive
12.5,0.46,0.63,2.0,0.071,6.0,15.0,0.9988,2.99,0.87,0.102,43.0,Spain,Medium
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,0.1,78.0,Italy,Medium
10.0,0.42,0.5,3.4,0.107,7.0,21.0,0.9979,3.26,0.93,0.11800000000000001,59.0,Italy,Medium
12.8,0.615,0.66,5.8,0.083,7.0,42.0,1.0022,3.07,0.73,0.1,84.0,Italy,Budget
10.4,0.575,0.61,2.6,0.076,11.0,24.0,1.0,3.16,0.69,0.09,45.0,Spain,Medium
10.3,0.34,0.52,2.8,0.159,15.0,75.0,0.9998,3.18,0.64,0.094,42.0,Spain,Medium
9.4,0.27,0.53,2.4,0.07400000000000001,6.0,18.0,0.9962,3.2,1.13,0.12,47.0,Spain,Budget
6.9,0.765,0.02,2.3,0.063,35.0,63.0,0.9975,3.57,0.78,0.099,45.0,Spain,Budget
7.9,0.24,0.4,1.6,0.055999999999999994,11.0,25.0,0.9967,3.32,0.87,0.087,76.0,Italy,Budget
9.1,0.28,0.48,1.8,0.067,26.0,46.0,0.9967,3.32,1.04,0.106,52.0,Italy,Medium
7.4,0.55,0.22,2.2,0.106,12.0,72.0,0.9959,3.05,0.63,0.092,40.0,Italy,Medium
14.0,0.41,0.63,3.8,0.08900000000000001,6.0,47.0,1.0014,3.01,0.81,0.10800000000000001,62.0,Spain,Expensive
11.5,0.54,0.71,4.4,0.124,6.0,15.0,0.9984,3.01,0.83,0.11800000000000001,78.0,Spain,Budget
11.5,0.45,0.5,3.0,0.078,19.0,47.0,1.0003,3.26,1.11,0.11,50.0,Italy,Budget
9.4,0.27,0.53,2.4,0.07400000000000001,6.0,18.0,0.9962,3.2,1.13,0.12,61.0,Italy,Expensive
11.4,0.625,0.66,6.2,0.08800000000000001,6.0,24.0,0.9988,3.11,0.99,0.133,88.0,Spain,Medium
8.3,0.42,0.38,2.5,0.094,24.0,60.0,0.9979,3.31,0.7,0.10800000000000001,61.0,Spain,Budget
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,0.094,63.0,Italy,Budget
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,0.1,73.0,Italy,Medium
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,0.094,51.0,Spain,Budget
8.3,0.26,0.42,2.0,0.08,11.0,27.0,0.9974,3.21,0.8,0.094,57.0,Italy,Expensive
7.7,0.51,0.28,2.1,0.087,23.0,54.0,0.998,3.42,0.74,0.092,58.0,Italy,Expensive
7.4,0.63,0.07,2.4,0.09,11.0,37.0,0.9979,3.43,0.76,0.09699999999999999,55.0,Italy,Budget
7.8,0.54,0.26,2.0,0.08800000000000001,23.0,48.0,0.9981,3.41,0.74,0.092,47.0,Spain,Medium
8.3,0.66,0.15,1.9,0.079,17.0,42.0,0.9972,3.31,0.54,0.096,52.0,Spain,Medium
7.8,0.46,0.26,1.9,0.08800000000000001,23.0,53.0,0.9981,3.43,0.74,0.092,74.0,Italy,Medium
9.6,0.38,0.31,2.5,0.096,16.0,49.0,0.9982,3.19,0.7,0.1,69.0,Italy,Budget
5.6,0.85,0.05,1.4,0.045,12.0,88.0,0.9924,3.56,0.82,0.129,81.0,Italy,Medium
13.7,0.415,0.68,2.9,0.085,17.0,43.0,1.0014,3.06,0.8,0.1,53.0,Spain,Medium
9.5,0.37,0.52,2.0,0.08199999999999999,6.0,26.0,0.998,3.18,0.51,0.095,29.0,Spain,Budget
8.4,0.665,0.61,2.0,0.11199999999999999,13.0,95.0,0.997,3.16,0.54,0.091,48.0,Spain,Expensive
12.7,0.6,0.65,2.3,0.063,6.0,25.0,0.9997,3.03,0.57,0.099,34.0,Spain,Medium
12.0,0.37,0.76,4.2,0.066,7.0,38.0,1.0004,3.22,0.6,0.13,84.0,Italy,Medium
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,0.099,59.0,Italy,Expensive
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,0.11,59.0,Italy,Expensive
11.5,0.59,0.59,2.6,0.087,13.0,49.0,0.9988,3.18,0.65,0.11,52.0,Spain,Medium
8.7,0.765,0.22,2.3,0.064,9.0,42.0,0.9963,3.1,0.55,0.094,60.0,Italy,Budget
6.6,0.735,0.02,7.9,0.122,68.0,124.0,0.9994,3.47,0.53,0.099,32.0,Italy,Budget
7.7,0.26,0.3,1.7,0.059000000000000004,20.0,38.0,0.9949,3.29,0.47,0.10800000000000001,65.0,Spain,Budget
12.2,0.48,0.54,2.6,0.085,19.0,64.0,1.0,3.1,0.61,0.105,67.0,Italy,Medium
11.4,0.6,0.49,2.7,0.085,10.0,41.0,0.9994,3.15,0.63,0.105,47.0,Spain,Medium
7.7,0.69,0.05,2.7,0.075,15.0,27.0,0.9974,3.26,0.61,0.091,62.0,Italy,Medium
8.7,0.31,0.46,1.4,0.059000000000000004,11.0,25.0,0.9966,3.36,0.76,0.10099999999999999,59.0,Italy,Medium
9.8,0.44,0.47,2.5,0.063,9.0,28.0,0.9981,3.24,0.65,0.10800000000000001,48.0,Italy,Budget
12.0,0.39,0.66,3.0,0.09300000000000001,12.0,30.0,0.9996,3.18,0.63,0.10800000000000001,67.0,Italy,Expensive
10.4,0.34,0.58,3.7,0.174,6.0,16.0,0.997,3.19,0.7,0.113,52.0,Spain,Budget
12.5,0.46,0.49,4.5,0.07,26.0,49.0,0.9981,3.05,0.57,0.096,37.0,Spain,Medium
9.0,0.43,0.34,2.5,0.08,26.0,86.0,0.9987,3.38,0.62,0.095,42.0,Spain,Budget
9.1,0.45,0.35,2.4,0.08,23.0,78.0,0.9987,3.38,0.62,0.095,58.0,Spain,Budget
7.1,0.735,0.16,1.9,0.1,15.0,77.0,0.9966,3.27,0.64,0.09300000000000001,49.0,Spain,Expensive
9.9,0.4,0.53,6.7,0.09699999999999999,6.0,19.0,0.9986,3.27,0.82,0.11699999999999999,56.0,Spain,Budget
8.8,0.52,0.34,2.7,0.087,24.0,122.0,0.9982,3.26,0.61,0.095,43.0,Italy,Budget
8.6,0.725,0.24,6.6,0.11699999999999999,31.0,134.0,1.0014,3.32,1.07,0.09300000000000001,50.0,Spain,Expensive
10.6,0.48,0.64,2.2,0.111,6.0,20.0,0.997,3.26,0.66,0.11699999999999999,64.0,Italy,Budget
7.0,0.58,0.12,1.9,0.091,34.0,124.0,0.9956,3.44,0.48,0.105,60.0,Italy,Medium
11.9,0.38,0.51,2.0,0.121,7.0,20.0,0.9996,3.24,0.76,0.10400000000000001,46.0,Spain,Budget
6.8,0.77,0.0,1.8,0.066,34.0,52.0,0.9976,3.62,0.68,0.099,52.0,Spain,Budget
9.5,0.56,0.33,2.4,0.08900000000000001,35.0,67.0,0.9972,3.28,0.73,0.11800000000000001,77.0,Italy,Medium
6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,0.12300000000000001,80.0,Italy,Expensive
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,0.109,51.0,Spain,Medium
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,0.11,71.0,Italy,Expensive
7.7,0.96,0.2,2.0,0.047,15.0,60.0,0.9955,3.36,0.44,0.109,39.0,Italy,Medium
6.6,0.84,0.03,2.3,0.059000000000000004,32.0,48.0,0.9952,3.52,0.56,0.12300000000000001,83.0,Italy,Medium
6.4,0.67,0.08,2.1,0.045,19.0,48.0,0.9949,3.49,0.49,0.114,66.0,Italy,Medium
9.5,0.78,0.22,1.9,0.077,6.0,32.0,0.9988,3.26,0.56,0.106,48.0,Italy,Medium
9.1,0.52,0.33,1.3,0.07,9.0,30.0,0.9978,3.24,0.6,0.09300000000000001,57.0,Italy,Budget
12.8,0.84,0.63,2.4,0.08800000000000001,13.0,35.0,0.9997,3.1,0.6,0.10400000000000001,63.0,Italy,Expensive
,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,0.11,82.0,Italy,Medium
7.8,0.55,0.35,2.2,0.07400000000000001,21.0,66.0,0.9974,3.25,0.56,0.092,64.0,Italy,Medium
11.9,0.37,0.69,2.3,0.078,12.0,24.0,0.9958,3.0,0.65,0.128,85.0,Italy,Budget
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,0.095,34.0,Italy,Medium
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,0.099,65.0,Italy,Medium
12.3,0.39,0.63,2.3,0.091,6.0,18.0,1.0004,3.16,0.49,0.095,48.0,Spain,Budget
8.0,0.67,0.3,2.0,0.06,38.0,62.0,0.9958,3.26,0.56,0.102,46.0,Spain,Budget
11.1,0.45,0.73,3.2,0.066,6.0,22.0,0.9986,3.17,0.66,0.11199999999999999,50.0,Italy,Medium
10.4,0.41,0.55,3.2,0.076,22.0,54.0,0.9996,3.15,0.89,0.099,69.0,Italy,Budget
7.0,0.62,0.18,1.5,0.062,7.0,50.0,0.9951,3.08,0.6,0.09300000000000001,49.0,Italy,Medium
12.6,0.31,0.72,2.2,0.07200000000000001,6.0,29.0,0.9987,2.88,0.82,0.098,78.0,Italy,Medium
11.9,0.4,0.65,2.15,0.068,7.0,27.0,0.9988,3.06,0.68,0.113,54.0,Italy,Expensive
15.6,0.685,0.76,3.7,0.1,6.0,43.0,1.0032,2.95,0.68,0.11199999999999999,78.0,Italy,Budget
10.0,0.44,0.49,2.7,0.077,11.0,19.0,0.9963,3.23,0.63,0.11599999999999999,74.0,Italy,Medium
5.3,0.57,0.01,1.7,0.054000000000000006,5.0,27.0,0.9934,3.57,0.84,0.125,88.0,Italy,Medium
9.5,0.735,0.1,2.1,0.079,6.0,31.0,0.9986,3.23,0.56,0.10099999999999999,69.0,Spain,Medium
12.5,0.38,0.6,2.6,0.081,31.0,72.0,0.9996,3.1,0.73,0.105,35.0,Spain,Medium
9.3,0.48,0.29,2.1,0.127,6.0,16.0,0.9968,3.22,0.72,0.11199999999999999,66.0,Italy,Medium
8.6,0.53,0.22,2.0,0.1,7.0,27.0,0.9967,3.2,0.56,0.102,56.0,Italy,Medium
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,0.10800000000000001,56.0,Italy,Medium
11.9,0.39,0.69,2.8,0.095,17.0,35.0,0.9994,3.1,0.61,0.10800000000000001,72.0,Spain,Medium
8.4,0.37,0.53,1.8,0.413,9.0,26.0,0.9979,3.06,1.06,0.091,71.0,Italy,Medium
6.8,0.56,0.03,1.7,0.084,18.0,35.0,0.9968,3.44,0.63,0.1,40.0,Italy,Budget
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,0.11199999999999999,78.0,Italy,Budget
7.0,0.23,0.4,1.6,0.063,21.0,67.0,0.9952,3.5,0.63,0.111,51.0,Spain,Budget
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,0.134,86.0,Italy,Budget
8.9,0.59,0.39,2.3,0.095,5.0,22.0,0.9986,3.37,0.58,0.10300000000000001,52.0,Spain,Medium
9.2,0.63,0.21,2.7,0.09699999999999999,29.0,65.0,0.9988,3.28,0.58,0.096,53.0,Spain,Budget
10.4,0.33,0.63,2.8,0.084,5.0,22.0,0.9998,3.26,0.74,0.11199999999999999,68.0,Italy,Expensive
11.6,0.58,0.66,2.2,0.07400000000000001,10.0,47.0,1.0008,3.25,0.57,0.09,44.0,Spain,Medium
9.2,0.43,0.52,2.3,0.083,14.0,23.0,0.9976,3.35,0.61,0.113,86.0,Italy,Medium
8.3,0.615,0.22,2.6,0.087,6.0,19.0,0.9982,3.26,0.61,0.09300000000000001,42.0,Spain,Medium
11.0,0.26,0.68,2.55,0.085,10.0,25.0,0.997,3.18,0.61,0.11800000000000001,51.0,Spain,Budget
8.1,0.66,0.7,2.2,0.098,25.0,129.0,0.9972,3.08,0.53,0.09,42.0,Spain,Budget
11.5,0.315,0.54,2.1,0.084,5.0,15.0,0.9987,2.98,0.7,0.092,73.0,Italy,Budget
10.0,0.29,0.4,2.9,0.098,10.0,26.0,1.0006,3.48,0.91,0.09699999999999999,40.0,Italy,Budget
